order,i,indrep,avg,author_last,finit_1,finit_2,finit_abv,co_author,sinit_1,sinit_2,sinit_abv,journal,journal_isi,year_pub,study,study_num,subject,latitude,longitude,habitat,loc,trt_taxa,rsp_taxa,trt_taxa_less,rsp_taxa_less,sp1_taxname,sp1_type,sp2_taxname,sp2_type,data_from,data_type,data_var,type_cond,thirdparty_type,condition,duration_d,sep_con,exp_x,exp_n,exp_se,exp_sd,con_x,con_n,con_se,con_sd,data_coll,exclude
5282,27,fffffffffffffffffffffffffff,2848,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,third_party_presence,c,without M. viciae,112,0,2285.71,10,285.72,903.5259731,432.047,10,253.852,802.7505086,scott,0
5283,27,fffffffffffffffffffffffffff,2848,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,third_party_presence,c,without M. viciae,112,0,2571.43,10,317.46,1003.896666,116.441,10,127.1,401.9254906,scott,0
5284,27,fffffffffffffffffffffffffff,2848,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,third_party_presence,c,without M. viciae,112,0,2000,10,190.48,602.3506487,22.8247,10,,,scott,0
5285,27,fffffffffffffffffffffffffff,2848,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,third_party_presence,c,without M. viciae,112,0,1809.52,10,63.5,200.8046314,0,10,,,scott,0
5286,27,fffffffffffffffffffffffffff,2848,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,third_party_presence,c,without M. viciae,112,0,2634.92,10,190.48,602.3506487,0,10,,,scott,0
5287,27,fffffffffffffffffffffffffff,2848,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,third_party_presence,c,without M. viciae,112,0,2380.95,10,190.48,602.3506487,0,10,,,scott,0
5288,27,fffffffffffffffffffffffffff,2848,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,third_party_presence,c,without M. viciae,112,0,1746.03,10,222.22,702.7213416,0,10,,,scott,0
5289,27,fffffffffffffffffffffffffff,2848,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,third_party_presence,c,without M. viciae,112,0,2412.7,10,158.73,501.948333,0,10,,,scott,0
5290,27,ggggggggggggggggggggggggggg,2849,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 10,112,0,2793.65,10,222.22,702.7213416,571.429,10,190.476,602.3379996,scott,0
5291,27,ggggggggggggggggggggggggggg,2849,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 10,112,0,2793.65,10,222.22,702.7213416,1317.46,10,444.33,1405.094833,scott,0
5292,27,ggggggggggggggggggggggggggg,2850,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 11,112,0,2253.97,10,253.97,803.1236574,412.698,10,158.731,501.9514953,scott,0
5293,27,ggggggggggggggggggggggggggg,2850,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 11,112,0,2253.97,10,253.97,803.1236574,620.901,10,254.2,803.8509812,scott,0
5294,27,ggggggggggggggggggggggggggg,2851,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 12,112,0,2285.71,10,285.72,903.5259731,349.206,10,95.238,301.1689998,scott,0
5295,27,ggggggggggggggggggggggggggg,2851,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 12,112,0,2285.71,10,285.72,903.5259731,432.047,10,253.852,802.7505086,scott,0
5296,27,ggggggggggggggggggggggggggg,2852,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 13,112,0,2571.43,10,317.46,1003.896666,476.19,10,158.731,501.9514953,scott,0
5297,27,ggggggggggggggggggggggggggg,2852,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 13,112,0,2571.43,10,317.46,1003.896666,116.441,10,127.1,401.9254906,scott,0
5298,27,ggggggggggggggggggggggggggg,2853,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 14,112,0,2000,10,190.48,602.3506487,476.19,10,63.493,200.7824955,scott,0
5299,27,ggggggggggggggggggggggggggg,2853,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 14,112,0,2000,10,190.48,602.3506487,22.8247,10,,,scott,0
5300,27,ggggggggggggggggggggggggggg,2854,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 15,112,0,1809.52,10,63.5,200.8046314,539.683,10,126.984,401.5586664,scott,0
5301,27,ggggggggggggggggggggggggggg,2854,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 15,112,0,1809.52,10,63.5,200.8046314,0,10,,,scott,0
5302,27,ggggggggggggggggggggggggggg,2855,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 16,112,0,2634.92,10,190.48,602.3506487,634.921,10,158.731,501.9514953,scott,0
5303,27,ggggggggggggggggggggggggggg,2855,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 16,112,0,2634.92,10,190.48,602.3506487,0,10,,,scott,0
5304,27,ggggggggggggggggggggggggggg,2856,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 17,112,0,2380.95,10,190.48,602.3506487,634.921,10,158.731,501.9514953,scott,0
5305,27,ggggggggggggggggggggggggggg,2856,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 17,112,0,2380.95,10,190.48,602.3506487,0,10,,,scott,0
5306,27,ggggggggggggggggggggggggggg,2857,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 18,112,0,1746.03,10,222.22,702.7213416,476.19,10,95.238,301.1689998,scott,0
5307,27,ggggggggggggggggggggggggggg,2857,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 18,112,0,1746.03,10,222.22,702.7213416,0,10,,,scott,0
5308,27,ggggggggggggggggggggggggggg,2858,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 19,112,0,2412.7,10,158.73,501.948333,571.429,10,158.731,501.9514953,scott,0
5309,27,ggggggggggggggggggggggggggg,2858,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 19,112,0,2412.7,10,158.73,501.948333,0,10,,,scott,0
5310,27,ggggggggggggggggggggggggggg,2859,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1a,abundance,number of aphids,temporal,na,week 3,112,0,1174.6,10,190.48,602.3506487,1111.11,10,126.99,401.5776401,scott,0
5311,27,ggggggggggggggggggggggggggg,2859,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 3,112,0,1174.6,10,190.48,602.3506487,1590.89,10,190.36,601.9711754,scott,0
5312,27,ggggggggggggggggggggggggggg,2860,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 4,112,0,2253.97,10,285.71,903.4943503,2190.48,10,190.47,602.3190259,scott,0
5313,27,ggggggggggggggggggggggggggg,2860,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 4,112,0,2253.97,10,285.71,903.4943503,3148.07,10,285.72,903.5259731,scott,0
5314,27,ggggggggggggggggggggggggggg,2861,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 5,112,0,1650.79,10,380.96,1204.701297,1523.81,10,412.7,1305.07199,scott,0
5315,27,ggggggggggggggggggggggggggg,2861,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 5,112,0,1650.79,10,380.96,1204.701297,2261.04,10,444.32,1405.06321,scott,0
5316,27,ggggggggggggggggggggggggggg,2862,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 6,112,0,1460.32,10,126.98,401.5460173,857.143,10,,,scott,0
5317,27,ggggggggggggggggggggggggggg,2862,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 6,112,0,1460.32,10,126.98,401.5460173,1405.63,10,126.98,401.5460173,scott,0
5318,27,ggggggggggggggggggggggggggg,2863,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 7,112,0,2412.7,10,253.97,803.1236574,1460.32,10,253.97,803.1236574,scott,0
5319,27,ggggggggggggggggggggggggggg,2863,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 7,112,0,2412.7,10,253.97,803.1236574,3407.37,10,253.97,803.1236574,scott,0
5320,27,ggggggggggggggggggggggggggg,2864,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 8,112,0,1619.05,10,126.98,401.5460173,793.651,10,126.984,401.5586664,scott,0
5321,27,ggggggggggggggggggggggggggg,2864,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 8,112,0,1619.05,10,126.98,401.5460173,1440.85,10,317.46,1003.896666,scott,0
5322,27,ggggggggggggggggggggggggggg,2865,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 9,112,0,2349.21,10,285.71,903.4943503,666.667,10,253.969,803.1204951,scott,0
5323,27,ggggggggggggggggggggggggggg,2865,van Veen,fj,frank,ff,Etal,,,,Ecology,ecology,2005,vaEt05Ec,453,p,999999,999999,t,greenhouse,ti,ti,i,i,Acyrthosiphon pisum,aphid,Aphidius ervi,braconid parasitoid wasp,figure 1,abundance,number of aphids,temporal,na,week 9,112,0,2349.21,10,285.71,903.4943503,1061.64,10,190.594,602.7111484,scott,0
5324,27,hhhhhhhhhhhhhhhhhhhhhhhhhhh,2866,Grosholz,edwin,d,ed,,,,,Ecology,ecology,1992,Gr92Ec,175,c,38.32,-123.07,t,field,ti,ti,i,i,Porcellio scaber,terrestrial isopod,Porcellio laevis,terrestrial isopod,figure 3,survival,P. scaber percent survival,third_party_presence,s,with virus,,1,72.8,4,2.4,4.8,67.2,4,6.4,12.8,scott,0
5325,27,hhhhhhhhhhhhhhhhhhhhhhhhhhh,2866,Grosholz,edwin,d,ed,,,,,Ecology,ecology,1992,Gr92Ec,175,c,38.32,-123.07,t,field,ti,ti,i,i,Porcellio scaber,terrestrial isopod,Porcellio laevis,terrestrial isopod,figure 3,survival,P. scaber percent survival,third_party_presence,s,with virus,,1,57.6,4,0.8,1.6,29.6,4,2.4,4.8,scott,0
5326,27,hhhhhhhhhhhhhhhhhhhhhhhhhhh,2867,Grosholz,edwin,d,ed,,,,,Ecology,ecology,1992,Gr92Ec,175,c,38.32,-123.07,t,field,ti,ti,i,i,Porcellio scaber,terrestrial isopod,Porcellio laevis,terrestrial isopod,figure 3,survival,P. scaber percent survival,third_party_presence,s,without virus,,1,54.765,4,7.2725,14.545,48.5729,4,9.6966,19.3932,scott,0
5327,27,hhhhhhhhhhhhhhhhhhhhhhhhhhh,2867,Grosholz,edwin,d,ed,,,,,Ecology,ecology,1992,Gr92Ec,175,c,38.32,-123.07,t,field,ti,ti,i,i,Porcellio scaber,terrestrial isopod,Porcellio laevis,terrestrial isopod,figure 3,survival,P. scaber percent survival,third_party_presence,s,without virus,,1,69.4084,4,6.4645,12.929,47.0437,4,4.8454,9.6908,scott,0
5328,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2868,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,0 days after release of T. urticae,56,1,27.3292,6,6.2112,15.21427069,21.7406,6,4.3478,10.6498915,scott,0
5329,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2869,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,14 days after release of T. urticae,56,1,16.7034,6,6.8323,16.73564877,11.7359,6,,,scott,0
5330,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2870,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,28 days after release of T. urticae,56,1,19.7437,6,9.9378,24.34253917,16.0154,6,6.82923,16.72812884,scott,0
5331,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2871,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,42 days after release of T. urticae,56,1,33.961,6,15.528,38.03567673,9.73743,6,,,scott,0
5332,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2872,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,56 days after release of T. urticae,56,1,68.6768,6,22.9799,56.28902934,4.08207,6,,,scott,0
5333,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2873,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,0 days after release of T. urticae,56,1,12.0822,6,,,23.8849,6,9.3138,22.81405757,scott,0
5334,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2874,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,14 days after release of T. urticae,56,1,19.4703,6,9.3198,22.8287545,26.3011,6,7.4534,18.25702685,scott,0
5335,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2875,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,28 days after release of T. urticae,56,1,51.079,6,13.6646,33.47129754,26.2358,6,6.2096,15.21035151,scott,0
5336,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2876,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,42 days after release of T. urticae,56,1,79.5866,6,19.8757,48.68532328,22.4453,6,3.7267,9.128513424,scott,0
5337,27,iiiiiiiiiiiiiiiiiiiiiiiiiii,2877,Osakabe,masahiro,,m,Etal,,,,Oecologia,oecologia,2006,OsEt06Oe,335,c,39.38,140.05,t,field,ti,ti,i,i,Panonychus ulmi,spider mite,Tetranychus utricae,spider mite,figure 1,abundance,number of adult female P. ulmi/shoot,temporal,na,56 days after release of T. urticae,56,1,36.6581,6,16.7687,41.07475865,2.49662,6,,,scott,0
5338,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2878,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra bella,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra bella,49,1,41.118,5,2.3202,5.188124921,33.0154,5,2.0303,4.539888815,scott,0
5339,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2878,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra bella,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra bella,49,1,14.0894,5,2.3188,5.184994426,8.01576,5,1.44794,3.237692267,scott,0
5340,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2878,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra bella,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra bella,49,1,4.16617,5,0.57971,1.296270967,1.27697,5,1.16075,2.595515905,scott,0
5341,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2879,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,37.3488,5,2.0303,4.539888815,33.0131,5,2.0289,4.53675832,scott,0
5342,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2879,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,10.0329,5,2.6086,5.833006926,7.72478,5,2.02892,4.536803041,scott,0
5343,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2879,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra lawsoni,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra lawsoni,49,1,1.55559,5,2.89979,6.48412756,1.56756,5,1.16071,2.595426462,scott,0
5344,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2880,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,36.4493,5,3.2116,7.181355917,33.2483,5,2.3358,5.223007582,scott,0
5345,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2880,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,12.727,5,2.0451,4.572982621,8.06754,5,1.75183,3.917210965,scott,0
5346,27,jjjjjjjjjjjjjjjjjjjjjjjjjjj,2880,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra arta,leafhopper,Erythroneutra usitata,leafhopper,figure 6,fecundity,number of male progeny produced,species identity,na,Erythroneutra usitata,49,1,3.31124,5,1.16923,2.614477761,1.2809,5,0.87592,1.958616663,scott,0
5347,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2881,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra arta,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra arta,49,1,30.0801,5,2.8985,6.481243033,27.4821,5,2.0303,4.539888815,scott,0
5348,27,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2881,McClure,mark,s,ms,Price,peter,w,pw,Ecology,ecology,1975,McPr75Ec,270,c,40.1,-88.23,t,field,ti,ti,i,i,Erythroneutra lawsoni,leafhopper,Erythroneutra arta,leafhopper,figure 5,fecundity,number of male progeny produced,species identity,na,Erythroneutra arta,49,1,8.56108,5,2.31872,5.184815541,7.41233,5,1.15938,2.592452492,scott,0
